Statutory_Code,Literal_display,Code_Type,Charge_Type,Type,CJIS,Low Term (Months),Mid Term (Months),Upper Term (Months),AB109,Wobbler,Calcrim Instruction,
5308,False overvaluation of collateral to inﬂuence savings ass'n transaction,FIN. CODE,Crime,Felony,,16,24,36,No,Yes,,
6525.5(a) ,Participation in the affairs of a savings ass'n by person who has been convicted of any criminal offense involving dishonesty or breach of trust,FIN. CODE,Crime,Felony,,24,36,48,Yes,Yes,,
6525.5(b) ,Savings ass'n allowing person who has been convicted of any criminal offense involving dishonesty or breach of trust to participate in the affairs of the savings ass'n,FIN. CODE,Crime,Felony,,24,36,48,Yes,Yes,,
10004,"Unlawful selling, disposing, taking, or soliciting of foreign savings accounts ",FIN. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
12102,Willful violation of provisions regarding check sellers and proraters ,FIN. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
14752,Willful violation of provisions regarding credit unions,FIN. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
17700,Willful violation of provisions regarding escrow agents,FIN. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
18349.5,Unlawful dealings w/industrial loan companies,FIN. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
18435,Violation of provisions regarding industrial loan companies,FIN. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
22753,Willful violation of California Finance Lenders Law,FIN. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
22780,Willful violation of California Finance Lenders Law ,FIN. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
31880,Violation of business and industrial development corporation law,FIN. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
50500,Willful violation of Residential Mortgage Lending Act ,FIN. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
1026,Public employee working as ineligible in regard to oath,GOV. CODE,Crime,Felony,,16,24,36,No,No,,
1090(a) ,Public ofﬁcers or employees entering contract in which there is ﬁnancial interest,GOV. CODE,Crime,Felony,,16,24,36,No,Yes,,
1090(b),Aiding or abetting a violation of Gov. Code 1090(a),GOV. CODE,Crime,Felony,,16,24,36,No,Yes,,
1090.1,State employee or legislator accepting commission for placement of insurance on behalf of state,GOV. CODE,Crime,Felony,,16,24,36,No,Yes,,
1091(d),Willful failure of public ofﬁcer to disclose one's interest in a contract,GOV. CODE,Crime,Felony,,16,24,36,No,Yes,,
1093(a) ,"Public ofﬁcer's purchase, sale, or receipt of state or local warrants or other evidences of indebtedness for personal use or beneﬁt",GOV. CODE,Crime,Felony,,16,24,36,No,Yes,,
1094,Falsely subscribing an afﬁdavit or certiﬁcate under penalty of perjury related to the account of a government ofﬁcial (perjury offense),GOV. CODE,Crime,Felony,,24,36,48,Yes,No,,
1097(a),Public ofﬁcer conﬂict of interest in public contracts,GOV. CODE,Crime,Felony,,16,24,36,No,Yes,,
1097(b),Aiding or abetting a violation of Gov. Code 1097(a),GOV. CODE,Crime,Felony,,16,24,36,No,Yes,,
1195,Diversion by state ofﬁcer of salary of another state ofﬁcer for own use,GOV. CODE,Crime,Felony,,16,24,36,No,No,,
1368,Perjury by public ofﬁcer,GOV. CODE,Crime,Felony,,24,24,36,Yes,No,,
1369,Public ofﬁcer advocating forcible overthrow of government,GOV. CODE,Crime,Felony,,16,24,36,Yes,No,,
1855,Ofﬁcer destroying/retaining records after termination of duties,GOV. CODE,Crime,Felony,,16,24,36,No,No,,
3108,Perjury by public ofﬁcer,GOV. CODE,Crime,Felony,,24,24,36,Yes,No,,
3109,Public employee advocating forcible overthrow of government,GOV. CODE,Crime,Felony,,16,24,36,Yes,No,,
5503,Fraudulent use of facsimile signature or seal on a public security or payment instrument,GOV. CODE,Crime,Felony,,16,24,36,No,No,,
5951,"Offer or sale of security that constitutes a fractional interest in lease, installment sale, or other obligation w/o agency consent",GOV. CODE,Crime,Felony,,NA,60,NA,Yes,Yes,,
6200,Destroying/altering record by custodian of records,GOV. CODE,Crime,Felony,,24,36,48,Yes,No,,
6201,Theft/destruction/falsify records by person other than custodian,GOV. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
6254.21,Posting home address or telephone number of elected or appointed ofﬁcial and ofﬁcial's family on the internet w/intent to inﬂict GBI and resulting in bodily injury,GOV. CODE,Crime,Felony,,16,24,36,No,Yes,,
8214.2,Notarizing deed of single family residence knowing deed is false ,GOV. CODE,Crime,Felony,,16,24,36,No,No,,
8227.3,False representation as notary on transaction for single family residence ,GOV. CODE,Crime,Felony,,16,24,36,No,No,,
8670.64,Causing or failing to report oil spill in marine waters w/prior conviction,GOV. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
8920(a) ,Conspiracy w/state elective or appointive ofﬁcer or judge to engage in an activity which is in substantial conﬂict w/proper discharge of duties,GOV. CODE,Crime,Felony,,16,24,36,No,No,,
8920(b) ,"Conspiracy w/state legislator regarding employment, disclosure or use of insider information, and other conﬂicts of interest violations",GOV. CODE,Crime,Felony,,16,24,36,No,No,,
8924,Conspiracy w/employee of the state legislature to violate code of ethics,GOV. CODE,Crime,Felony,,16,24,36,No,No,,
8925,Conspiracy to induce or seek to induce a state legislator to violate code of ethics,GOV. CODE,Crime,Felony,,16,24,36,No,No,,
9050,Preventing legislature from meeting,GOV. CODE,Crime,Felony,,16,24,36,No,No,,
9052,Fraudulent alteration of bill,GOV. CODE,Crime,Felony,,16,24,36,No,No,,
9053,Fraudulent alteration of enrolled copy of bill,GOV. CODE,Crime,Felony,,16,24,36,No,No,,
9054,Soliciting consideration for inﬂuencing legislator,GOV. CODE,Crime,Felony,,16,24,36,No,No,,
9056,Solicit/accept pay for introducing legislation,GOV. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
9130.5,Making knowingly false claim on State Contingent Fund (perjury offense),GOV. CODE,Crime,Felony,,24,36,48,Yes,No,,
27443,"Public administrator/guardian, etc., conﬂict of interest",GOV. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
51018.7(a) ,Willful violation of provisions regarding Pipeline Safety Act ,GOV. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
81004,Sign and verify any report or statement required to be ﬁled under political reform and which contains material matter which he/she knows to be false(perjury offense),GOV. CODE,Crime,Felony,,24,36,48,Yes,No,,
91002,Acting as candidate or lobbyist after conviction of violating PoliticalReform Act,GOV. CODE,Crime,Felony,,16,24,36,No,No,,
264,Causing boiler to burst due to malfeasance,H&N,Crime,Felony,,16,24,36,Yes,No,,
302,Sinking/setting adrift vessel of 10 tons or more,H&N,Crime,Felony,,16,24,36,Yes,No,,
304,Ship's commander sinking or injuring vessel or cargo,H&N,Crime,Felony,,24,36,48,Yes,No,,
305,Sinking or injuring vessel or cargo,H&N,Crime,Felony,,16,24,36,Yes,No,,
306,"Fraudulent preparation of manifest, etc.",H&N,Crime,Felony,,16,24,36,Yes,No,,
655(f),"Fraudulent preparation of manifest, etc.",H&N,Crime,Felony,,16,24,36,Yes,No,,
656.2,Vessel hit and run involving injury,H&N,Crime,Felony,,16,24,36,Yes,No,,
656.3,Vessel hit and run death or disappearance of person,H&N,Crime,Felony,,16,24,36,Yes,No,,
443.17(a) ,Altering or forging request for an aid-in-dying drug; concealing or destroying a withdrawal or rescission of such request,H&S,Crime,Felony,,16,24,36,No,No,,
443.17(b) ,Coercing or exerting undue inﬂuence on individual to request or ingest an aid-in-dying drug; administering aid-in-dying drug w/o consent,H&S,Crime,Felony,,16,24,36,No,No,,
1390,Willful violation of health care services provisions,H&S,Crime,Felony,,16,24,36,Yes,Yes,,
7051,Unlawful removal of human remains for sale or to dissect,H&S,Crime,Felony,,16,24,36,Yes,No,,
7051.5,"Unlawful removal or possession of dental gold or silver, or jewelry from human remains",H&S,Crime,Felony,,16,24,36,Yes,No,,
7052,"Unauthorized removal, mutilation, or sexual penetration of human remains",H&S,Crime,Felony,,16,24,36,No,No,,
8113.5,Unauthorized interment of more than one body in single plot or occupied grave w/prior conviction within 1 year,H&S,Crime,Felony,,16,24,36,Yes,Yes,,
8113.5,Unauthorized interment of more than one body in single plot or occupied grave w/2 prior convictions ,H&S,Crime,Felony,,16,24,36,Yes,No,,
8785,"Violations re/collection, investment, or use of endowment care funds",H&S,Crime,Felony,,16,24,36,Yes,Yes,,
11100,Transferring CS w/out reporting or ﬁling false report w/prior conviction,H&S,Crime,Felony,,16,24,36,Yes,Yes,,
11100.1,Failing to report receipt of CS w/prior conviction,H&S,Crime,Felony,,16,24,36,Yes,Yes,,
11104(a),Transfer of substance w/knowledge of intent to manufacture CS,H&S,Crime,Felony,,16,24,36,No,No,,
11105,Knowingly making false statement on report of drug activity,H&S,Crime,Felony,,16,24,36,Yes,Yes,,
11105,Knowingly making false statement on report of drug activity w/prior conviction,H&S,Crime,Felony,,24,36,48,Yes,Yes,,
11106,Transferring CS w/o permit,H&S,Crime,Felony,,16,24,36,No,Yes,,
11153,Issuing prescription to addict/habitual user of CS,H&S,Crime,Felony,,16,24,36,Yes,Yes,,
11153.5,Wholesaler knowingly furnishing CS not for medical purposes,H&S,Crime,Felony,,16,24,36,Yes,Yes,,
11162.5,Counterfeiting ofﬁcial prescription blank,H&S,Crime,Felony,,16,24,36,Yes,Yes,,
11162.5,Possession of four or more counterfeit prescription blanks,H&S,Crime,Felony,,16,24,36,Yes,Yes,,
11350(a),"Possession of CS w/prior conviction for speciﬁed violent, serious, or sex crimes",H&S,Crime,Felony,,16,24,36,Yes,No,2304,
11350.5,Possession of gamma hydroxybutyric acid (GHB) w/intent to commit sexual assault,H&S,Crime,Felony,,16,24,36,Yes,No,,
11351,Possession of CS for sale ,H&S,Crime,Felony,,24,24,36,Yes,No,2302,
11351.5,Possession for sale of cocaine base,H&S,Crime,Felony,,24,24,36,Yes,No,2302,
11352(a),Sale or transportation for sale of CS,H&S,Crime,Felony,,36,48,60,Yes,No,2300,
11352(a),Offering to sell or transport for sale of CS,H&S,Crime,Felony,,36,48,60,Yes,No,2301,
11352(b),Transportation for sale of CS between noncontiguous counties,H&S,Crime,Felony,,36,72,108,Yes,No,2300,
11352(b),Offering to transportation for sale of CS between noncontiguous counties,H&S,Crime,Felony,,36,72,108,Yes,No,2301,
11353,Adult inducing minor's involvement w/CS,H&S,Crime,Felony,,36,72,108,No,No,"2380, 2381, 2382, 2384",
11353.5,"Sale by adult to minor of CS at school, public playground, church, synagogue, or child day carecenter ",H&S,Crime,Felony,,60,84,108,Yes,No,,
11353.7,Sale by adult to minor of CS in public park,H&S,Crime,Felony,,36,72,108,No,No,,
11354,Minor inducing minor's involvement w/CS,H&S,Crime,Felony,,16,24,36,No,No,"2380, 2381, 2382, 2384",
11355,Selling/furnishing substance falsely represented to be CS,H&S,Crime,Felony,,16,24,36,Yes,Yes,2315,
11355,Offer to selling/furnishing substance falsely represented to be CS,H&S,Crime,Felony,,16,24,36,Yes,Yes,2316,
11358(d),Cultivating/harvesting/processing cannabis w/designated prior conviction,H&S,Crime,Felony,,16,24,36,Yes,Yes,2370,
11359(c),Possession of cannabis for sale w/designated prior conviction,H&S,Crime,Felony,,16,24,36,Yes,Yes,2352,
11359(d) ,Adult over 21 years of age who possesses cannabis for sale and involves person 20 years of age or younger,H&S,Crime,Felony,,16,24,36,Yes,Yes,2352,
11360(a),Unlawful give away or transport for sale of cannabis w/designated prior conviction,H&S,Crime,Felony,,24,36,48,Yes,Yes,"2361, 2363, 2364",
11360(a),Unlawful sale of cannabis w/designated prior conviction,H&S,Crime,Felony,,24,36,48,Yes,Yes,"2350, 2364",
11360(a),Unlawful offer to sell cannabis w/designated prior conviction,H&S,Crime,Felony,,24,36,48,Yes,Yes,"2351, 2364",
11361(a),Adult involving minor under 14 years of age w/cannabis,H&S,Crime,Felony,,36,60,84,No,No,"2390, 2391, 2392, 2393",
11361(b),Adult involving minor 14 years of age or older w/cannabis,H&S,Crime,Felony,,36,48,60,No,No,"2390, 2391, 2392, 2393",
11362.3(a)(6),Unlicensed manufacture of concentrated cannabis using a volatile solvent,H&S,Crime,Felony,,36,60,84,Yes,No,,
11363,Cultivating/harvesting/processing peyote,H&S,Crime,Felony,,16,24,36,No,Yes,,
11364.7(b),Manufacturing drug paraphernalia,H&S,Crime,Felony,,16,24,36,No,Yes,,
11366,Maintaining place for selling/using CS,H&S,Crime,Felony,,16,24,36,No,Yes,2440,
11366.5(a),"Managing place for manufacture, storage, or distribution of CS",H&S,Crime,Felony,,16,24,36,Yes,Yes,,
11366.5(a),"Managing place for manufacture, storage, or distribution of CS w/prior conviction",H&S,Crime,Felony,,24,36,48,Yes,No,,
11366.5(b),Managing place for CS and knowingly allowing it to be fortiﬁed against police,H&S,Crime,Felony,,24,36,48,Yes,No,,
11366.6,Use of fortiﬁed place to sell or manufacture CS,H&S,Crime,Felony,,36,48,60,Yes,No,,
11366.7,"Sale of chemical, drug, or lab equip for unlawful use",H&S,Crime,Felony,,16,24,36,No,Yes,,
11366.8(a),"Possession, use, or control of false compartment to store, smuggle, or transport CS",H&S,Crime,Felony,,16,24,36,Yes,Yes,, 
11366.8(b),"Construction or installation of false compartment to store, smuggle, or transport CS",H&S,Crime,Felony,,16,24,36,Yes,No,,
11368,Forgery/alter prescription of any narcotic drug,H&S,Crime,Felony,,16,24,36,No,Yes,"2320, 2321",
11370.1,Possession of CS while in possession of loaded ﬁrearm,H&S,Crime,Felony,,24,36,48,No,No,,
11370.6,"Possession of funds over $100,000 for purchase of CS",H&S,Crime,Felony,,24,36,48,Yes,Yes,,
11370.9,"Receive, transfer, invest, or manage funds over $25,000 derived from CS offenses",H&S,Crime,Felony,,24,36,48,No,Yes,,
11371,Violate/solicit minor to violate CS prescription laws,H&S,Crime,Felony,,16,24,36,Yes,Yes,,
11371.1,Violate/induce minor to violate CS laws,H&S,Crime,Felony,,16,24,36,Yes,Yes,,
11374.5,Unlawful disposal of hazardous substance used in manufacturing CS,H&S,Crime,Felony,,24,36,48,Yes,Yes,,
11375(b)(1) ,Possession for sale of designated CS ,H&S,Crime,Felony,,16,24,36,No,Yes,,
11377(a),"Possession of non-narcotic CS w/prior conviction for speciﬁed violent, serious, or sex crimes",H&S,Crime,Felony,,16,24,36,Yes,Yes,,
11377.5,"Possession of gama hydroxybutyric acid (GHB), ketamine, or ﬂunitrazepam w/intent to commit sexual assault",H&S,Crime,Felony,,16,24,36,Yes,No,,
11378,Possession of non-narcotic CS for sale ,H&S,Crime,Felony,,16,24,36,Yes,No,2302,
11378.5,Possession of PCP for sale ,H&S,Crime,Felony,,36,48,60,Yes,No,2302,
11379(a),Sale or transportation for sale of non-narcotic CS,H&S,Crime,Felony,,24,36,48,Yes,No,2300,
11379(a),Offering to sell or transport for sale of non-narcotic CS,H&S,Crime,Felony,,24,36,48,Yes,No,2301,
11379(b),Transportation for sale of non-narcotic CS between noncontiguous counties,H&S,Crime,Felony,,36,72,108,Yes,No,2300,
11379(b),Offering to transport for sale of non-narcotic CS between noncontiguous counties,H&S,Crime,Felony,,36,72,108,Yes,No,2301,
11379.2,Sale or possession for sale of CS speciﬁed in H&S 11056(g) (ketamine),H&S,Crime,Felony,,16,24,36,No,Yes,,
11379.5(a),Sale or transportation of PCP,H&S,Crime,Felony,,36,48,60,Yes,No,,
11379.5(b),Transportation for sale of PCP between noncontiguous counties,H&S,Crime,Felony,,36,72,108,Yes,No,,
11379.6(a),Manufacturing CS,H&S,Crime,Felony,,36,60,84,Yes,No,2330,
11379.6(e),Offering to manufacture CS,H&S,Crime,Felony,,36,48,60,Yes,No,2331,
11380(a),Adult inducing minor's involvement w/non-narcotic CS,H&S,Crime,Felony,,36,72,108,No,No,"2380, 2381 , 2383, 2384",
11382,Selling or furnishing substance falsely represented to be CS,H&S,Crime,Felony,,16,24,36,Yes,Yes,2315,
11382,Offer to sell or furnish substance falsely represented to be CS,H&S,Crime,Felony,,16,24,36,Yes,Yes,2316,
11383(a),Possession of materials w/intent to manufacture PCP ,H&S,Crime,Felony,,24,48,72,Yes,No,2336,
11383(b),Possession of isomers of PCP w/intent to manufacture PCP,H&S,Crime,Felony,,24,48,72,Yes,No,2336,
11383(c),Possession of materials w/intent to manufacture PCP,H&S,Crime,Felony,,24,48,72,Yes,No,2336,
11383(d),Possession of immediate precursors w/intent to manufacture PCP,H&S,Crime,Felony,,24,48,72,Yes,No,2336,
11383.5(a),Possession of materials w/intent to manufacture methamphetamine,H&S,Crime,Felony,,24,48,72,Yes,No,2335,
11383.5(b)(1),Possession of isomers of methamphetamine w/intent to manufacture methamphetamine,H&S,Crime,Felony,,24,48,72,Yes,No,2337,
11383.5(c),Possession of isomers of methamphetamine w/intent to manufacture methamphetamine,H&S,Crime,Felony,,24,48,72,Yes,No,2338,
11383.5(d),Possession of immediate precursors w/intent to manufacture methamphetamine,H&S,Crime,Felony,,24,48,72,Yes,No,2338,
11383.5(e) ,Possession of chemicals sufﬁcient to manufacture hydriodic acid or reducing agent w/intent to manufacture methamphetamine,H&S,Crime,Felony,,24,48,72,Yes,No,2338,
11383.5(f),Possession of materials w/intent to manufacture methamphetamine,H&S,Crime,Felony,,24,48,72,Yes,No,2338,
11383.6(a) ,Possession of materials w/intent to sell or furnish materials to another w/knowledge that they will be used to manufacture PCP ,H&S,Crime,Felony,,16,24,36,Yes,No,,
11383.6(b) ,Possession of isomers of PCP w/intent to sell or furnish materials to another w/knowledge that they will be used to manufacture PCP ,H&S,Crime,Felony,,16,24,36,Yes,No,,
11383.6(c) ,Possession of materials w/intent to sell or furnish materials to another w/knowledge that they will be used to manufacture PCP,H&S,Crime,Felony,,16,24,36,Yes,No,,
11383.6(d) ,Possession of immediate precursors w/intent to sell or furnish to another w/knowledge that they will be used to manufacture PCP,H&S,Crime,Felony,,16,24,36,Yes,No,,
11383.7(a) ,Possession of material w/intent to sell or furnish materials to another w/knowledge that they will be used to manufacture methamphetamine,H&S,Crime,Felony,,16,24,36,Yes,No,,
11383.7(b)(1) ,Possession of isomers of methamphetamine w/intent to sell or furnish to another w/knowledge that they will be used to manufacture methamphetamine,H&S,Crime,Felony,,16,24,36,Yes,No,,
11383.7(b)(2) ,Possession of hydriodic acid or reducing agent w/intent to sell or furnish to another w/knowledge that they will be used to manufacture methamphetamine,H&S,Crime,Felony,,16,24,36,Yes,No,,
11383.7(c) ,Possession of isomers of methamphetamine w/intent to sell or furnish to another w/knowledge that they will be used to manufacture methamphetamine,H&S,Crime,Felony,,16,24,36,Yes,No,,
